Nacional;Comunidades y Ciudades Autónomas;Sexo;Edad;Total
Total Nacional;16 País Vasco;Mujeres;De 60 a 64 años;4
Total Nacional;16 País Vasco;Mujeres;De 65 a 69 años;4
Total Nacional;16 País Vasco;Mujeres;De 70 a 74 años;2
Total Nacional;16 País Vasco;Mujeres;De 75 a 79 años;9
Total Nacional;16 País Vasco;Mujeres;De 80 a 84 años;5
Total Nacional;16 País Vasco;Mujeres;De 85 a 89 años;3
Total Nacional;16 País Vasco;Mujeres;De 90 a 94 años;1
Total Nacional;16 País Vasco;Mujeres;De 95 años y más;0
Total Nacional;17 Rioja, La;Ambos sexos;Todas las edades;31
Total Nacional;17 Rioja, La;Ambos sexos;Menores de 15 años;0
Total Nacional;17 Rioja, La;Ambos sexos;De 15 a 29 años;3
Total Nacional;17 Rioja, La;Ambos sexos;De 30 a 39 años;3
Total Nacional;17 Rioja, La;Ambos sexos;De 40 a 44 años;6
Total Nacional;17 Rioja, La;Ambos sexos;De 45 a 49 años;3
Total Nacional;17 Rioja, La;Ambos sexos;De 50 a 54 años;4
Total Nacional;17 Rioja, La;Ambos sexos;De 55 a 59 años;2
Total Nacional;17 Rioja, La;Ambos sexos;De 60 a 64 años;1
Total Nacional;17 Rioja, La;Ambos sexos;De 65 a 69 años;1
Total Nacional;17 Rioja, La;Ambos sexos;De 70 a 74 años;3
Total Nacional;17 Rioja, La;Ambos sexos;De 75 a 79 años;3
Total Nacional;17 Rioja, La;Ambos sexos;De 80 a 84 años;1
Total Nacional;17 Rioja, La;Ambos sexos;De 85 a 89 años;0
Total Nacional;17 Rioja, La;Ambos sexos;De 90 a 94 años;1
Total Nacional;17 Rioja, La;Ambos sexos;De 95 años y más;0
Total Nacional;17 Rioja, La;Hombres;Todas las edades;27
Total Nacional;17 Rioja, La;Hombres;Menores de 15 años;0
Total Nacional;17 Rioja, La;Hombres;De 15 a 29 años;3
Total Nacional;17 Rioja, La;Hombres;De 30 a 39 años;3
Total Nacional;17 Rioja, La;Hombres;De 40 a 44 años;6
Total Nacional;17 Rioja, La;Hombres;De 45 a 49 años;1
Total Nacional;17 Rioja, La;Hombres;De 50 a 54 años;4
Total Nacional;17 Rioja, La;Hombres;De 55 a 59 años;2
Total Nacional;17 Rioja, La;Hombres;De 60 a 64 años;1
Total Nacional;17 Rioja, La;Hombres;De 65 a 69 años;1
Total Nacional;17 Rioja, La;Hombres;De 70 a 74 años;3
Total Nacional;17 Rioja, La;Hombres;De 75 a 79 años;1
Total Nacional;17 Rioja, La;Hombres;De 80 a 84 años;1
Total Nacional;17 Rioja, La;Hombres;De 85 a 89 años;0
Total Nacional;17 Rioja, La;Hombres;De 90 a 94 años;1
Total Nacional;17 Rioja, La;Hombres;De 95 años y más;0
Total Nacional;17 Rioja, La;Mujeres;Todas las edades;4
Total Nacional;17 Rioja, La;Mujeres;Menores de 15 años;0
Total Nacional;17 Rioja, La;Mujeres;De 15 a 29 años;0
Total Nacional;17 Rioja, La;Mujeres;De 30 a 39 años;0
Total Nacional;17 Rioja, La;Mujeres;De 40 a 44 años;0
Total Nacional;17 Rioja, La;Mujeres;De 45 a 49 años;2
Total Nacional;17 Rioja, La;Mujeres;De 50 a 54 años;0
Total Nacional;17 Rioja, La;Mujeres;De 55 a 59 años;0
Total Nacional;17 Rioja, La;Mujeres;De 60 a 64 años;0
Total Nacional;17 Rioja, La;Mujeres;De 65 a 69 años;0
Total Nacional;17 Rioja, La;Mujeres;De 70 a 74 años;0
Total Nacional;17 Rioja, La;Mujeres;De 75 a 79 años;2
Total Nacional;17 Rioja, La;Mujeres;De 80 a 84 años;0
Total Nacional;17 Rioja, La;Mujeres;De 85 a 89 años;0
Total Nacional;17 Rioja, La;Mujeres;De 90 a 94 años;0
Total Nacional;17 Rioja, La;Mujeres;De 95 años y más;0
Total Nacional;18 Ceuta;Ambos sexos;Todas las edades;6
Total Nacional;18 Ceuta;Ambos sexos;Menores de 15 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 15 a 29 años;2
Total Nacional;18 Ceuta;Ambos sexos;De 30 a 39 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 40 a 44 años;2
Total Nacional;18 Ceuta;Ambos sexos;De 45 a 49 años;2
Total Nacional;18 Ceuta;Ambos sexos;De 50 a 54 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 55 a 59 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 60 a 64 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 65 a 69 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 70 a 74 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 75 a 79 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 80 a 84 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 85 a 89 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 90 a 94 años;0
Total Nacional;18 Ceuta;Ambos sexos;De 95 años y más;0
Total Nacional;18 Ceuta;Hombres;Todas las edades;4
Total Nacional;18 Ceuta;Hombres;Menores de 15 años;0
Total Nacional;18 Ceuta;Hombres;De 15 a 29 años;2
Total Nacional;18 Ceuta;Hombres;De 30 a 39 años;0
Total Nacional;18 Ceuta;Hombres;De 40 a 44 años;2
Total Nacional;18 Ceuta;Hombres;De 45 a 49 años;0
Total Nacional;18 Ceuta;Hombres;De 50 a 54 años;0
Total Nacional;18 Ceuta;Hombres;De 55 a 59 años;0
Total Nacional;18 Ceuta;Hombres;De 60 a 64 años;0
Total Nacional;18 Ceuta;Hombres;De 65 a 69 años;0
Total Nacional;18 Ceuta;Hombres;De 70 a 74 años;0
Total Nacional;18 Ceuta;Hombres;De 75 a 79 años;0
Total Nacional;18 Ceuta;Hombres;De 80 a 84 años;0
Total Nacional;18 Ceuta;Hombres;De 85 a 89 años;0
Total Nacional;18 Ceuta;Hombres;De 90 a 94 años;0
Total Nacional;18 Ceuta;Hombres;De 95 años y más;0
Total Nacional;18 Ceuta;Mujeres;Todas las edades;2
Total Nacional;18 Ceuta;Mujeres;Menores de 15 años;0
Total Nacional;18 Ceuta;Mujeres;De 15 a 29 años;0
Total Nacional;18 Ceuta;Mujeres;De 30 a 39 años;0
Total Nacional;18 Ceuta;Mujeres;De 40 a 44 años;0
Total Nacional;18 Ceuta;Mujeres;De 45 a 49 años;2
Total Nacional;18 Ceuta;Mujeres;De 50 a 54 años;0
Total Nacional;18 Ceuta;Mujeres;De 55 a 59 años;0
Total Nacional;18 Ceuta;Mujeres;De 60 a 64 años;0
Total Nacional;18 Ceuta;Mujeres;De 65 a 69 años;0
Total Nacional;18 Ceuta;Mujeres;De 70 a 74 años;0
Total Nacional;18 Ceuta;Mujeres;De 75 a 79 años;0
Total Nacional;18 Ceuta;Mujeres;De 80 a 84 años;0
Total Nacional;18 Ceuta;Mujeres;De 85 a 89 años;0
Total Nacional;18 Ceuta;Mujeres;De 90 a 94 años;0
Total Nacional;18 Ceuta;Mujeres;De 95 años y más;0
Total Nacional;19 Melilla;Ambos sexos;Todas las edades;5
Total Nacional;19 Melilla;Ambos sexos;Menores de 15 años;0
Total Nacional;19 Melilla;Ambos sexos;De 15 a 29 años;0
Total Nacional;19 Melilla;Ambos sexos;De 30 a 39 años;1
Total Nacional;19 Melilla;Ambos sexos;De 40 a 44 años;1
Total Nacional;19 Melilla;Ambos sexos;De 45 a 49 años;0
Total Nacional;19 Melilla;Ambos sexos;De 50 a 54 años;1
Total Nacional;19 Melilla;Ambos sexos;De 55 a 59 años;1
Total Nacional;19 Melilla;Ambos sexos;De 60 a 64 años;0
Total Nacional;19 Melilla;Ambos sexos;De 65 a 69 años;1
Total Nacional;19 Melilla;Ambos sexos;De 70 a 74 años;0
Total Nacional;19 Melilla;Ambos sexos;De 75 a 79 años;0
Total Nacional;19 Melilla;Ambos sexos;De 80 a 84 años;0
Total Nacional;19 Melilla;Ambos sexos;De 85 a 89 años;0
Total Nacional;19 Melilla;Ambos sexos;De 90 a 94 años;0
Total Nacional;19 Melilla;Ambos sexos;De 95 años y más;0
Total Nacional;19 Melilla;Hombres;Todas las edades;5
Total Nacional;19 Melilla;Hombres;Menores de 15 años;0
Total Nacional;19 Melilla;Hombres;De 15 a 29 años;0
Total Nacional;19 Melilla;Hombres;De 30 a 39 años;1
Total Nacional;19 Melilla;Hombres;De 40 a 44 años;1
Total Nacional;19 Melilla;Hombres;De 45 a 49 años;0
Total Nacional;19 Melilla;Hombres;De 50 a 54 años;1
Total Nacional;19 Melilla;Hombres;De 55 a 59 años;1
Total Nacional;19 Melilla;Hombres;De 60 a 64 años;0
Total Nacional;19 Melilla;Hombres;De 65 a 69 años;1
Total Nacional;19 Melilla;Hombres;De 70 a 74 años;0
Total Nacional;19 Melilla;Hombres;De 75 a 79 años;0
Total Nacional;19 Melilla;Hombres;De 80 a 84 años;0
Total Nacional;19 Melilla;Hombres;De 85 a 89 años;0
Total Nacional;19 Melilla;Hombres;De 90 a 94 años;0
Total Nacional;19 Melilla;Hombres;De 95 años y más;0
Total Nacional;19 Melilla;Mujeres;Todas las edades;0
Total Nacional;19 Melilla;Mujeres;Menores de 15 años;0
Total Nacional;19 Melilla;Mujeres;De 15 a 29 años;0
Total Nacional;19 Melilla;Mujeres;De 30 a 39 años;0
Total Nacional;19 Melilla;Mujeres;De 40 a 44 años;0
Total Nacional;19 Melilla;Mujeres;De 45 a 49 años;0
Total Nacional;19 Melilla;Mujeres;De 50 a 54 años;0
Total Nacional;19 Melilla;Mujeres;De 55 a 59 años;0
Total Nacional;19 Melilla;Mujeres;De 60 a 64 años;0
Total Nacional;19 Melilla;Mujeres;De 65 a 69 años;0
Total Nacional;19 Melilla;Mujeres;De 70 a 74 años;0
Total Nacional;19 Melilla;Mujeres;De 75 a 79 años;0
Total Nacional;19 Melilla;Mujeres;De 80 a 84 años;0
Total Nacional;19 Melilla;Mujeres;De 85 a 89 años;0
Total Nacional;19 Melilla;Mujeres;De 90 a 94 años;0
Total Nacional;19 Melilla;Mujeres;De 95 años y más;0
Extranjero;;Ambos sexos;Todas las edades;47
Extranjero;;Ambos sexos;Menores de 15 años;0
Extranjero;;Ambos sexos;De 15 a 29 años;14
Extranjero;;Ambos sexos;De 30 a 39 años;5
Extranjero;;Ambos sexos;De 40 a 44 años;2
Extranjero;;Ambos sexos;De 45 a 49 años;8
Extranjero;;Ambos sexos;De 50 a 54 años;2
Extranjero;;Ambos sexos;De 55 a 59 años;7
Extranjero;;Ambos sexos;De 60 a 64 años;3
Extranjero;;Ambos sexos;De 65 a 69 años;4
Extranjero;;Ambos sexos;De 70 a 74 años;2
Extranjero;;Ambos sexos;De 75 a 79 años;0
Extranjero;;Ambos sexos;De 80 a 84 años;0
Extranjero;;Ambos sexos;De 85 a 89 años;0
Extranjero;;Ambos sexos;De 90 a 94 años;0
Extranjero;;Ambos sexos;De 95 años y más;0
Extranjero;;Hombres;Todas las edades;35
Extranjero;;Hombres;Menores de 15 años;0
Extranjero;;Hombres;De 15 a 29 años;12
Extranjero;;Hombres;De 30 a 39 años;4
Extranjero;;Hombres;De 40 a 44 años;2
Extranjero;;Hombres;De 45 a 49 años;7
Extranjero;;Hombres;De 50 a 54 años;0
Extranjero;;Hombres;De 55 a 59 años;3
Extranjero;;Hombres;De 60 a 64 años;2
Extranjero;;Hombres;De 65 a 69 años;4
Extranjero;;Hombres;De 70 a 74 años;1
Extranjero;;Hombres;De 75 a 79 años;0
Extranjero;;Hombres;De 80 a 84 años;0
Extranjero;;Hombres;De 85 a 89 años;0
Extranjero;;Hombres;De 90 a 94 años;0
Extranjero;;Hombres;De 95 años y más;0
Extranjero;;Mujeres;Todas las edades;12
Extranjero;;Mujeres;Menores de 15 años;0
Extranjero;;Mujeres;De 15 a 29 años;2
Extranjero;;Mujeres;De 30 a 39 años;1
Extranjero;;Mujeres;De 40 a 44 años;0
Extranjero;;Mujeres;De 45 a 49 años;1
Extranjero;;Mujeres;De 50 a 54 años;2
Extranjero;;Mujeres;De 55 a 59 años;4
Extranjero;;Mujeres;De 60 a 64 años;1
Extranjero;;Mujeres;De 65 a 69 años;0
Extranjero;;Mujeres;De 70 a 74 años;1
Extranjero;;Mujeres;De 75 a 79 años;0
Extranjero;;Mujeres;De 80 a 84 años;0
Extranjero;;Mujeres;De 85 a 89 años;0
Extranjero;;Mujeres;De 90 a 94 años;0
Extranjero;;Mujeres;De 95 años y más;0
